,negative,positive,neutral
seclusion,1,1,0
secondary,0,0,1
secondhand,1,0,0
secrecy,0,0,1
secret,0,0,1
secretariat,0,1,0
secretary,0,0,1
secrete,0,0,1
secretion,1,0,0
secretive,1,0,0
secretly,0,0,1
sect,0,0,1
sectarian,1,0,0
sectional,0,0,1
sector,0,0,1
secular,0,0,1
secularism,0,0,1
securities,0,0,1
security,0,0,1
sedan,0,0,1
sedate,0,0,1
sedative,0,0,1
sedentary,0,0,1
sedge,0,0,1
sediment,0,0,1
sedimentary,0,0,1
sedition,1,0,0
seduce,1,0,0
seducing,0,0,1
seduction,1,0,0
seductive,0,0,1
seed,0,0,1
seedling,0,0,1
seek,0,0,1
seeker,0,0,1
seemingly,0,0,1
seer,0,0,1
seething,0,0,1
segment,0,0,1
segregate,1,0,0
segregated,1,0,0
segregation,0,0,1
seize,1,0,0
seizure,0,0,1
seldom,0,0,1
select,0,0,1
selection,0,0,1
selfish,1,0,0
selfishness,1,0,0
sell,0,0,1
seller,0,0,1
semaphore,0,0,1
semblance,0,0,1
semen,0,0,1
semicolon,0,0,1
seminal,0,0,1
seminar,0,0,1
seminary,0,0,1
semiotics,0,0,1
senate,0,0,1
senator,0,0,1
send,0,0,1
senescence,0,0,1
senile,1,0,0
senior,0,0,1
seniority,0,1,0
sensation,0,0,1
sensational,0,1,0
sense,0,1,0
senseless,1,0,0
senses,0,0,1
sensibility,0,1,0
sensibly,0,1,0
sensitive,0,0,1
sensory,0,0,1
sensual,1,1,0
sensuality,0,1,0
sensuous,0,1,0
sentence,1,0,0
sentient,0,0,1
sentiment,0,0,1
sentimental,0,1,0
sentimentality,0,1,0
sentinel,0,1,0
sentry,0,0,1
separable,0,0,1
separate,0,0,1
separately,0,0,1
separation,0,0,1
separatist,1,0,0
sepia,0,0,1
sepsis,1,0,0
sept,0,0,1
septic,1,0,0
septum,0,0,1
sequel,0,0,1
sequence,0,0,1
sequent,0,0,1
sequestered,0,0,1
sequestration,1,0,0
serene,1,0,0
serenity,0,1,0
sergeant,0,0,1
serial,0,0,1
series,0,0,1
serif,0,0,1
seriousness,0,0,1
sermon,0,1,0
serpent,1,0,0
serpentine,0,0,1
serrated,0,0,1
serum,0,1,0
servant,1,0,0
serve,1,0,0
service,0,0,1
serviceable,0,0,1
servile,1,0,0
servitude,1,0,0
sess,0,0,1
session,0,0,1
sessions,0,0,1
set,0,0,1
setback,1,0,0
sett,0,0,1
setter,0,0,1
settle,0,0,1
settled,0,0,1
settler,0,0,1
settlor,0,1,0
seventh,0,0,1
seventy,0,0,1
sever,1,0,0
severable,0,0,1
severally,0,0,1
severance,0,0,1
severely,0,0,1
severity,0,0,1
sew,0,0,1
sewage,1,0,0
sewer,0,0,1
sewerage,1,0,0
sex,0,1,0
sexuality,0,0,1
sexy,0,0,1
shabby,1,0,0
shack,1,0,0
shackle,1,0,0
shade,0,0,1
shades,0,0,1
shading,0,0,1
shadow,0,0,1
shadowy,0,0,1
shady,1,0,0
shaft,0,0,1
shag,0,0,1
shaggy,0,0,1
shake,0,0,1
shaken,0,0,1
shaking,1,0,0
shaky,1,0,0
sham,1,0,0
shaman,0,0,1
shambles,1,0,0
shame,1,0,0
shameful,1,0,0
shameless,1,0,0
shanghai,1,0,0
shank,0,0,1
shanty,0,0,1
shape,0,1,0
shapely,0,1,0
share,0,1,0
shareholder,0,0,1
shark,1,0,0
sharpen,0,0,1
sharpened,0,0,1
sharpener,0,0,1
sharpness,0,0,1
shatter,1,0,0
shattered,1,0,0
shave,0,0,1
shaving,0,0,1
shawl,0,0,1
sheaf,0,0,1
shear,0,0,1
shears,0,0,1
sheath,0,0,1
sheathing,0,0,1
shed,1,0,0
sheen,0,0,1
sheep,0,0,1
sheer,0,0,1
sheet,0,0,1
shelf,0,0,1
shell,1,0,0
shellfish,0,0,1
shelter,0,1,0
shelved,1,0,0
shepherd,0,1,0
sheriff,0,0,1
sherry,0,0,1
shield,0,0,1
shift,0,0,1
shifting,0,0,1
shilling,0,0,1
shimmer,0,0,1
shin,0,0,1
shine,0,1,0
shingle,0,0,1
shining,0,1,0
shiny,0,0,1
ship,0,0,1
shipment,0,0,1
shipping,0,0,1
shipwreck,1,0,0
shire,0,0,1
shirt,0,0,1
shit,1,0,0
shiver,1,0,0
shivering,0,0,1
shoals,0,0,1
shock,1,0,0
shockingly,0,0,1
shoddy,1,0,0
shoe,0,0,1
shoemaker,0,0,1
shoot,1,0,0
shooter,0,0,1
shooting,1,0,0
shop,0,0,1
shopkeeper,0,0,1
shoplifting,1,0,0
shopping,0,1,0
shore,0,0,1
shorn,0,0,1
short,0,0,1
shortage,1,0,0
shortcoming,1,0,0
shorten,0,0,1
shortening,0,0,1
shorthand,0,0,1
shortly,0,0,1
shortness,0,0,1
shorts,0,0,1
shot,1,0,0
shotgun,0,0,1
shoulder,0,1,0
shout,0,0,1
shove,1,0,0
shovel,0,0,1
shoveling,0,0,1
show,0,0,1
shower,0,0,1
showing,0,0,1
showy,1,0,0
shrapnel,0,0,1
shred,0,0,1
shrewd,0,1,0
shriek,1,0,0
shrill,1,0,0
shrimp,0,0,1
shrine,0,0,1
shrink,1,0,0
shrinking,0,0,1
shroud,0,0,1
shrub,0,0,1
shrubbery,0,0,1
shrug,0,0,1
shrunk,1,0,0
shudder,1,0,0
shuffle,0,0,1
shuffling,0,0,1
shun,1,0,0
shunt,0,0,1
shut,0,0,1
shutter,0,0,1
shuttle,0,0,1
sib,0,0,1
sic,0,0,1
sick,1,0,0
sickening,1,0,0
sickle,0,0,1
sickly,1,0,0
sickness,1,0,0
side,0,0,1
sideboard,0,0,1
sidestep,0,0,1
sideways,0,0,1
siege,0,0,1
siesta,0,0,1
sieve,0,0,1
sifting,0,0,1
sigh,0,0,1
sight,0,0,1
sign,0,0,1
signal,0,0,1
signature,0,0,1
significance,0,0,1
significant,0,0,1
signification,0,0,1
signify,0,0,1
signpost,0,0,1
silent,0,0,1
silently,0,0,1
silhouette,0,0,1
silk,0,1,0
silken,0,0,1
silky,0,0,1
sill,0,0,1
silliness,0,0,1
silly,1,0,0
silt,0,0,1
silver,0,0,1
silvery,0,0,1
similar,0,0,1
similarity,0,0,1
simile,0,0,1
simmer,0,0,1
simmering,0,0,1
simple,0,0,1
simples,0,0,1
simplify,0,1,0
simply,0,0,1
simulate,0,0,1
simulated,0,0,1
simulating,0,0,1
simulation,0,0,1
simultaneous,0,0,1
simultaneously,0,0,1
sin,1,0,0
sincere,0,1,0
sincerity,0,1,0
sinful,1,0,0
sing,0,1,0
singer,0,0,1
single,0,0,1
singly,0,1,0
singular,0,0,1
singularity,0,0,1
singularly,0,0,1
sinister,1,0,0
sink,0,0,1
sinner,1,0,0
sinning,1,0,0
sinus,0,0,1
sip,0,0,1
siphon,0,0,1
sir,0,1,0
sire,0,0,1
siren,1,0,0
sissy,1,0,0
sister,0,0,1
sisterhood,0,1,0
site,0,0,1
sith,0,0,1
sitting,0,0,1
situate,0,0,1
situated,0,0,1
situation,0,0,1
sixth,0,0,1
sixty,0,0,1
size,0,0,1
sizzle,0,0,1
skate,0,0,1
skating,0,0,1
skein,0,0,1
skeleton,0,0,1
skeptic,0,0,1
skeptical,1,0,0
skepticism,0,0,1
sketch,0,0,1
sketchy,1,0,0
skewed,1,0,0
skewer,0,0,1
ski,0,0,1
skid,1,0,0
skiff,0,0,1
skill,0,0,1
skilled,0,1,0
skillet,0,0,1
skillful,0,1,0
skim,0,0,1
skin,0,0,1
skinny,0,0,1
skip,1,0,0
skipper,0,0,1
skirmish,1,0,0
skirt,0,0,1
skirting,0,0,1
skirts,0,0,1
skit,0,0,1
skull,0,0,1
skunk,0,0,1
sky,0,1,0
skyscraper,0,0,1
slab,0,0,1
slack,1,0,0
slag,1,0,0
slam,1,0,0
slander,1,0,0
slanderous,1,0,0
slang,0,0,1
slant,0,0,1
slap,1,0,0
slash,0,0,1
slashes,0,0,1
slate,0,1,0
slates,0,0,1
slaughter,1,0,0
slaughterhouse,1,0,0
slaughtering,1,0,0
slave,1,0,0
slavery,1,0,0
slay,1,0,0
slayer,1,0,0
sledge,0,0,1
sleek,0,1,0
sleep,0,0,1
sleeper,0,0,1
sleeping,0,0,1
sleeplessness,0,0,1
sleepy,0,0,1
sleet,1,0,0
sleeve,0,0,1
sleeveless,0,0,1
sleigh,0,0,1
sleight,0,0,1
slender,0,1,0
sleuth,0,0,1
slice,0,0,1
slick,0,0,1
slide,0,0,1
sliding,0,0,1
slight,0,0,1
slightly,0,0,1
slim,0,1,0
slime,0,0,1
slimy,1,0,0
sling,0,0,1
slink,1,0,0
slip,1,0,0
slipper,0,0,1
slippers,0,0,1
slit,0,0,1
sliver,0,0,1
slogan,0,0,1
sloop,0,0,1
slop,1,0,0
slope,0,0,1
sloppy,1,0,0
slot,0,0,1
sloth,1,0,0
slouch,1,0,0
slough,1,0,0
slow,0,0,1
slowly,0,0,1
slowness,1,0,0
sludge,1,0,0
slug,1,0,0
sluggish,1,0,0
sluice,0,0,1
slum,1,0,0
slumber,0,0,1
slump,1,0,0
slur,1,0,0
slush,1,0,0
slut,1,0,0
sly,1,0,0
smack,1,0,0
small,1,0,0
smaller,0,0,1
smallest,0,0,1
smash,1,0,0
smashed,1,0,0
smattering,1,0,0
smear,0,0,1
smell,1,0,0
smelling,1,0,0
smelt,0,0,1
smile,0,1,0
smiling,0,1,0
smirk,1,0,0
smite,1,0,0
smith,0,0,1
smitten,0,1,0
smoker,1,0,0
smokey,0,0,1
smoking,0,0,1
smoky,0,0,1
smoldering,0,0,1
smoothly,0,0,1
smoothness,0,1,0
smother,1,0,0
smudge,1,0,0
smug,1,0,0
smuggle,1,0,0
smuggler,1,0,0
smuggling,1,0,0
smut,1,0,0
snack,0,0,1
snacks,0,0,1
snag,1,0,0
snags,1,0,0
snail,0,0,1
snake,1,0,0
snap,0,0,1
snapshot,0,0,1
snare,1,0,0
snarl,1,0,0
snarling,1,0,0
snatch,0,0,1
sneak,1,0,0
sneakers,0,0,1
sneaking,1,0,0
sneer,1,0,0
sneeze,1,0,0
sneezing,0,0,1
snicker,0,1,0
snide,1,0,0
sniff,0,0,1
snip,0,0,1
snipe,0,0,1
snippet,0,0,1
snob,1,0,0
snoopy,0,0,1
snooze,0,0,1
snore,0,0,1
snort,0,0,1
snout,0,0,1
snow,0,0,1
snowball,0,0,1
snowflake,0,0,1
snowy,0,0,1
snuff,0,0,1
soak,1,0,0
soaking,0,0,1
soap,0,0,1
soapy,0,0,1
soaring,0,0,1
sob,1,0,0
sobriety,0,1,0
soc,0,0,1
soccer,0,0,1
sociable,0,1,0
social,0,0,1
socialism,0,0,1
socialist,1,0,0
society,0,0,1
sock,0,0,1
socket,0,0,1
sod,0,0,1
sofa,0,0,1
softening,0,0,1
softness,0,0,1
soggy,0,0,1
soil,1,0,0
soiled,1,0,0
sojourn,0,0,1
solace,0,1,0
solar,0,0,1
solder,0,0,1
soldering,0,0,1
soldier,0,1,0
sole,0,0,1
solicit,0,0,1
solicitation,0,0,1
solicitor,0,0,1
solid,0,1,0
solidarity,0,0,1
solidification,0,0,1
solidified,0,0,1
solidify,0,0,1
solidity,0,1,0
solitaire,0,0,1
solitary,0,0,1
solitude,0,0,1
solo,0,0,1
solubility,0,0,1
soluble,0,0,1
solution,0,1,0
solve,0,0,1
solvency,0,1,0
solvent,0,0,1
somatic,1,0,0
somber,1,0,0
son,0,0,1
sonar,0,1,0
sonata,0,1,0
song,0,0,1
sonnet,0,1,0
sonorous,0,1,0
soot,1,0,0
soothe,0,1,0
soothing,0,1,0
sophomore,0,0,1
soprano,0,0,1
sorcerer,0,0,1
sorcery,1,0,0
sordid,1,0,0
sore,1,0,0
sorely,1,0,0
soreness,1,0,0
sorghum,0,0,1
sorority,0,0,1
sorrow,1,0,0
sorrowful,1,0,0
sort,0,0,1
sorter,0,1,0
sortie,1,0,0
sorting,0,0,1
sou,0,0,1
soulless,1,0,0
soulmate,1,0,0
sound,0,0,1
sounding,0,0,1
soundness,0,1,0
soup,0,1,0
sour,1,0,0
source,0,0,1
souvenir,0,0,1
sovereign,0,0,1
sovereignty,0,0,1
sow,0,0,1
spa,0,1,0
space,0,0,1
spacious,0,1,0
spade,0,0,1
span,0,0,1
spaniel,0,1,0
spank,1,0,0
spanking,0,0,1
spar,0,0,1
spare,0,0,1
sparingly,0,0,1
spark,0,0,1
sparkle,0,1,0
sparring,0,0,1
sparse,0,0,1
spasm,1,0,0
spat,1,0,0
spatula,0,0,1
spawn,0,0,1
speaker,0,0,1
speaking,0,0,1
spear,1,0,0
special,0,1,0
specialist,0,0,1
speciality,0,0,1
specialize,0,0,1
specially,0,0,1
specie,0,1,0
species,0,0,1
specific,0,0,1
specification,0,0,1
specimen,0,0,1
speck,1,0,0
speckled,0,0,1
specs,0,0,1
spectacle,1,1,0
spectacles,0,0,1
spectacular,0,0,1
spectator,0,0,1
specter,1,0,0
spectral,1,0,0
spectrometer,0,0,1
spectrophotometer,0,0,1
spectroscopy,0,0,1
spectrum,0,0,1
speculate,0,0,1
speculation,1,0,0
speculative,0,0,1
speculum,0,0,1
speech,0,1,0
speechless,0,0,1
speed,0,0,1
speedily,0,0,1
speedometer,0,0,1
speedway,0,0,1
speedy,0,1,0
spellbound,0,0,1
spelling,0,1,0
spencer,0,0,1
spend,0,0,1
spent,1,0,0
sperm,0,0,1
spew,0,0,1
sphere,0,0,1
spherical,0,0,1
sphinx,0,0,1
spice,0,1,0
spicy,0,0,1
spider,0,0,1
spigot,0,0,1
spike,0,0,1
spiked,0,0,1
spiky,0,0,1
spill,0,0,1
spin,0,0,1
spinal,0,0,1
spindle,0,0,1
spine,1,1,0
spinning,0,0,1
spinster,1,0,0
spiny,0,0,1
spiral,0,0,1
spire,0,0,1
spirit,0,1,0
spirits,0,1,0
spiritual,0,0,1
spirituality,0,0,1
spit,0,0,1
spite,1,0,0
spiteful,1,0,0
splash,0,0,1
spleen,0,0,1
splendid,0,1,0
splendor,0,1,0
splice,0,0,1
spline,0,0,1
splint,0,0,1
splinter,1,0,0
split,1,0,0
splitting,1,0,0
splurge,0,0,1
spoil,1,0,0
spoiler,1,0,0
spoiling,0,0,1
spoke,1,0,0
spoken,0,0,1
spokesman,0,0,1
sponge,1,0,0
spongy,0,0,1
sponsor,0,1,0
sponsorship,0,0,1
spoof,0,0,1
spook,1,0,0
spoon,0,0,1
spoonful,0,0,1
sporadic,0,0,1
spore,0,0,1
sport,0,0,1
sporting,0,0,1
sports,0,0,1
sportsman,0,0,1
spot,0,0,1
spotless,0,1,0
spotted,0,0,1
spotty,0,0,1
spousal,0,0,1
spouse,0,1,0
spout,0,0,1
sprain,1,0,0
sprawl,0,0,1
spray,0,0,1
spread,0,0,1
spree,1,0,0
sprinkling,0,0,1
sprite,1,0,0
sprout,0,0,1
spruce,0,1,0
spur,0,0,1
spurious,1,0,0
spurred,0,0,1
spurt,0,0,1
spy,0,0,1
squad,0,0,1
squadron,0,0,1
squall,1,0,0
squamous,0,0,1
square,0,0,1
squat,0,0,1
squatter,1,0,0
squeak,0,0,1
squeal,0,0,1
squeamish,1,0,0
squeeze,0,0,1
squeezing,0,0,1
squelch,1,0,0
squint,0,0,1
squire,0,0,1
squirm,1,0,0
squirrel,0,0,1
squirt,0,0,1
stab,1,0,0
stability,0,0,1
stable,0,1,0
staccato,0,1,0
stack,0,0,1
staff,0,0,1
stag,0,0,1
stage,0,0,1
stagger,0,0,1
staggering,1,0,0
stagnant,1,0,0
stagnation,0,0,1
staid,0,0,1
stain,1,0,0
stainless,0,1,0
stair,0,0,1
staircase,0,0,1
stairway,0,0,1
stake,0,0,1
stale,1,0,0
stalemate,0,0,1
stalk,1,0,0
stall,0,0,1
stallion,0,1,0
stalls,0,0,1
stalwart,0,1,0
stamina,0,1,0
stamp,0,0,1
stand,0,0,1
standard,0,0,1
standardize,0,0,1
standing,0,1,0
standoff,1,0,0
standpoint,0,0,1
standstill,1,0,0
stanza,0,0,1
staple,0,0,1
star,0,1,0
starboard,0,0,1
starch,0,0,1
stare,0,0,1
staring,1,0,0
stark,1,0,0
starlight,0,1,0
starry,0,1,0
stars,0,0,1
start,0,0,1
startle,1,0,0
startling,0,0,1
starvation,1,0,0
starved,1,0,0
starving,1,0,0
state,0,0,1
stately,0,1,0
statement,0,1,0
stateroom,0,0,1
statesman,0,0,1
static,0,0,1
statics,0,0,1
station,0,0,1
stationary,1,0,0
stationery,0,0,1
statistical,0,0,1
statistician,0,0,1
stator,0,0,1
statuary,0,0,1
statue,0,1,0
statuette,0,0,1
stature,0,0,1
status,0,1,0
statute,0,0,1
statutory,0,0,1
staunch,0,1,0
stave,1,0,0
stay,0,0,1
stayed,0,0,1
stays,0,0,1
stead,0,0,1
steadfast,0,1,0
steady,0,0,1
steal,1,0,0
stealing,1,0,0
stealth,0,0,1
stealthily,0,0,1
stealthy,1,0,0
steamboat,0,0,1
steamer,0,0,1
steamroller,0,0,1
steamship,0,0,1
steamy,0,0,1
steel,0,0,1
steep,0,0,1
steeple,0,0,1
steer,0,0,1
stellar,0,1,0
stem,0,0,1
stench,0,0,1
stencil,0,0,1
step,0,0,1
steppe,0,0,1
steps,0,0,1
stereoscopic,0,0,1
stereotype,1,0,0
stereotyped,1,0,0
sterile,1,0,0
sterility,1,0,0
sterling,1,1,0
stern,1,0,0
stethoscope,0,0,1
stew,0,0,1
steward,0,1,0
stewardship,0,0,1
stick,0,0,1
sticking,0,0,1
sticky,0,0,1
stiff,1,0,0
stiffen,0,0,1
stiffness,1,0,0
stifle,1,0,0
stifled,1,0,0
stifling,0,0,1
stigma,1,0,0
stile,0,0,1
stiletto,0,0,1
stillborn,1,0,0
stillness,0,1,0
stilts,0,0,1
stimulant,0,0,1
stimulation,0,0,1
stimulus,0,0,1
sting,1,0,0
stinging,1,0,0
stingy,1,0,0
stink,1,0,0
stinking,1,0,0
stint,1,0,0
stipulate,0,0,1
stipulation,0,0,1
stir,0,0,1
stirring,0,0,1
stitch,0,0,1
stock,0,0,1
stockbroker,0,0,1
stocking,0,0,1
stocks,1,0,0
stole,0,0,1
stolen,1,0,0
stomach,0,0,1
stone,1,0,0
stoned,1,0,0
stoneware,0,0,1
stony,0,0,1
stool,0,0,1
stools,1,0,0
stoop,0,0,1
stop,0,0,1
stoppage,1,0,0
stopper,0,0,1
stopping,0,0,1
stopwatch,0,0,1
storage,0,0,1
store,0,1,0
storehouse,0,0,1
storing,0,0,1
storm,1,0,0
storming,0,0,1
stormy,1,0,0
story,0,0,1
stout,0,0,1
stove,0,0,1
stow,0,0,1
straddle,0,0,1
straight,0,0,1
straighten,0,0,1
straightforward,0,1,0
straightway,0,0,1
strained,1,0,0
strait,0,0,1
straits,1,0,0
strand,0,0,1
stranded,1,0,0
stranger,1,0,0
strangle,1,0,0
strap,0,0,1
strapping,0,0,1
strata,0,0,1
strategic,0,1,0
strategist,0,1,0
strategy,0,0,1
stratification,0,0,1
stratum,0,0,1
stratus,0,0,1
straw,0,0,1
stray,1,0,0
streak,0,0,1
streaked,0,0,1
stream,0,0,1
streamer,0,0,1
streaming,0,0,1
street,0,0,1
strength,0,1,0
strengthen,0,1,0
strengthening,0,1,0
strenuous,0,0,1
stress,1,0,0
stretch,0,0,1
stretcher,0,0,1
stricken,0,0,1
stride,0,0,1
strife,1,0,0
strike,1,0,0
striking,0,1,0
strikingly,0,1,0
string,0,0,1
stringy,0,0,1
strip,1,0,0
stripe,1,0,0
stripped,1,0,0
strive,0,0,1
strobe,0,0,1
stroke,1,0,0
stroll,0,0,1
stronghold,0,0,1
strongly,0,1,0
structural,0,0,1
structure,0,1,0
struggle,1,0,0
strut,1,0,0
stubble,0,0,1
stubbornness,0,0,1
stubby,0,0,1
stucco,0,0,1
stuck,0,0,1
stud,0,1,0
studded,0,0,1
student,0,0,1
studied,0,0,1
studio,0,0,1
study,0,1,0
stuff,0,0,1
stuffing,0,0,1
stuffy,1,0,0
stumble,1,0,0
stump,0,0,1
stunned,1,0,0
stunt,0,0,1
stunted,1,0,0
stupendous,0,0,1
stupid,1,0,0
stupidity,1,0,0
stupor,1,0,0
sturdy,0,1,0
sturgeon,0,0,1
stutter,0,0,1
sty,1,0,0
style,0,0,1
stylish,0,0,1
subatomic,0,0,1
subcommittee,0,0,1
subconscious,0,0,1
subcutaneous,0,0,1
subdivide,0,0,1
subdivision,0,0,1
subduction,0,0,1
subdue,1,0,0
subdued,0,0,1
subito,0,0,1
subject,1,0,0
subjected,1,0,0
subjection,1,0,0
subjective,0,0,1
subjugation,1,0,0
sublimation,0,1,0
subliminal,0,0,1
submarine,0,0,1
submerged,0,0,1
submersible,0,0,1
submission,0,0,1
submit,0,0,1
subordinate,1,0,0
subordination,0,0,1
subplot,0,0,1
subpoena,1,0,0
subscribe,0,0,1
subscription,0,0,1
subsequence,0,0,1
subsequent,0,0,1
subsequently,0,0,1
subset,0,0,1
subside,0,0,1
subsidence,1,0,0
subsidiary,0,0,1
subsidize,0,0,1
subsidy,1,0,0
subsist,1,0,0
subsistence,0,0,1
subsoil,0,0,1
substance,0,1,0
substantially,0,0,1
substantiate,0,0,1
substantive,0,1,0
substitute,0,0,1
substituted,0,0,1
substitution,0,0,1
substructure,0,0,1
subterranean,0,0,1
subtle,0,0,1
subtlety,0,0,1
subtract,1,0,0
subtraction,0,0,1
subtype,0,0,1
suburb,0,0,1
suburban,0,0,1
suburbs,0,0,1
subversion,1,0,0
subversive,1,0,0
subvert,1,0,0
subway,0,0,1
succeed,0,1,0
succeeding,0,1,0
success,0,1,0
successful,0,1,0
succession,0,0,1
successive,0,0,1
successor,0,0,1
succinct,0,1,0
succulent,1,1,0
succumb,1,0,0
suck,1,0,0
sucker,1,0,0
sucking,0,0,1
suckling,0,0,1
suction,0,0,1
sudden,0,0,1
suddenly,0,0,1
sue,1,0,0
suffer,1,0,0
sufferer,1,0,0
suffering,1,0,0
suffice,0,0,1
sufficiency,0,1,0
sufficient,0,0,1
sufficiently,0,0,1
suffix,0,0,1
suffocating,1,0,0
suffocation,1,0,0
sugar,0,1,0
suggest,0,0,1
suggestion,0,0,1
suggestive,0,0,1
suicidal,1,0,0
suicide,1,0,0
suit,0,0,1
suitable,0,1,0
suite,0,0,1
suitor,0,0,1
sullen,1,0,0
sulphur,0,0,1
sultan,0,0,1
sultry,0,1,0
sum,0,0,1
summarily,0,0,1
summarize,0,0,1
summary,0,0,1
summation,0,0,1
summer,0,0,1
summit,0,0,1
summon,0,0,1
summons,1,0,0
sumo,0,0,1
sump,0,0,1
sumptuous,0,0,1
sun,0,1,0
sunbeam,0,0,1
sundial,0,0,1
sundown,0,0,1
sundry,0,0,1
sunglass,0,0,1
sunglasses,0,0,1
sunk,1,0,0
sunless,0,0,1
sunlight,0,0,1
sunny,0,1,0
sunrise,0,0,1
sunset,0,1,0
sunshine,0,1,0
superannuation,0,0,1
superb,0,1,0
superficial,1,0,0
superfluous,1,0,0
superhuman,0,1,0
superimposed,0,0,1
superintendent,0,0,1
superior,0,1,0
superiority,0,1,0
superlative,0,0,1
superman,0,1,0
supermarket,0,0,1
supernatant,0,0,1
supernatural,0,0,1
superposition,0,0,1
supersede,0,0,1
superstar,0,1,0
superstition,1,1,0
superstitious,1,0,0
supervise,0,0,1
supervision,0,0,1
supervisor,0,0,1
supper,0,0,1
supplant,0,0,1
supple,0,0,1
supplement,0,0,1
supplemental,0,0,1
supplementary,0,0,1
supplication,0,1,0
supplies,0,1,0
supply,0,1,0
supported,0,1,0
supporter,0,1,0
supporters,0,0,1
supporting,0,1,0
suppose,0,0,1
supposing,0,0,1
supposition,0,0,1
suppress,1,0,0
suppression,1,0,0
supremacy,1,1,0
supreme,0,1,0
supremely,0,1,0
surcharge,1,0,0
surety,0,1,0
surf,0,0,1
surface,0,0,1
surge,0,0,1
surgeon,0,0,1
surgery,0,0,1
surly,1,0,0
surmise,0,1,0
surname,0,0,1
surpassing,0,1,0
surplus,0,0,1
surprise,0,1,0
surprised,0,0,1
surprising,0,0,1
surprisingly,0,0,1
surrender,1,0,0
surrendering,1,0,0
surrogate,0,0,1
surround,1,1,0
surrounding,0,0,1
surroundings,0,0,1
surveillance,0,0,1
survey,0,0,1
surveying,0,1,0
surveyor,0,0,1
survival,0,0,1
survive,0,1,0
surviving,0,0,1
susceptibility,0,0,1
susceptible,1,0,0
suspect,1,0,0
suspected,0,0,1
suspend,0,0,1
suspended,0,0,1
suspenders,0,0,1
suspense,0,0,1
suspension,1,0,0
suspicion,1,0,0
suspicions,0,0,1
suspicious,1,0,0
sustained,0,0,1
sustenance,0,0,1
suture,0,0,1
swab,1,0,0
swag,0,0,1
swagger,0,0,1
swallow,0,0,1
swamp,1,0,0
swamped,0,0,1
swampy,1,0,0
swan,0,0,1
swap,0,0,1
swarm,0,0,1
swarming,0,0,1
swastika,1,0,0
sway,0,0,1
swear,0,1,0
swearing,0,0,1
sweat,0,0,1
sweater,0,0,1
sweating,0,0,1
sweep,0,0,1
sweeping,0,0,1
sweet,0,1,0
sweeten,0,0,1
sweetened,0,0,1
sweetener,0,0,1
sweetheart,0,1,0
sweetie,0,1,0
sweetness,0,1,0
sweets,0,1,0
swell,0,0,1
swelling,1,0,0
sweltering,0,0,1
swerve,0,0,1
swift,0,1,0
swiftly,0,0,1
swig,1,0,0
swim,0,1,0
swimming,0,0,1
swine,1,0,0
swing,0,0,1
swinging,0,0,1
swish,0,0,1
switch,0,0,1
swivel,0,0,1
swollen,1,0,0
swoon,0,0,1
swoop,0,0,1
sword,0,0,1
syllable,0,0,1
syllabus,0,0,1
symbol,0,0,1
symbolic,0,1,0
symbolically,0,0,1
symbolism,0,0,1
symbolize,0,0,1
symmetric,0,0,1
symmetrical,0,1,0
symmetry,0,1,0
sympathetic,0,1,0
sympathize,0,0,1
sympathy,0,1,0
symphony,0,1,0
symptom,1,0,0
symptomatic,0,0,1
synagogue,0,0,1
synchronize,0,1,0
synchronous,0,0,1
syncope,1,0,0
syndicate,0,0,1
synergistic,0,1,0
synergy,0,0,1
synod,0,1,0
synonym,0,0,1
synonymous,1,1,0
synopsis,0,0,1
synoptic,0,0,1
syntax,0,0,1
synthesis,0,0,1
synthetic,0,0,1
syringe,0,0,1
syrup,0,0,1
system,0,0,1
systematic,0,0,1
systematically,0,0,1
tabby,0,0,1
tabernacle,0,0,1
table,0,0,1
tableau,0,0,1
tablespoon,0,0,1
tablet,0,0,1
tableware,0,0,1
taboo,1,0,0
tabular,0,0,1
tabulate,0,0,1
tabulation,0,0,1
tachometer,0,0,1
tacit,0,0,1
tack,0,0,1
tackle,0,0,1
tackling,0,0,1
tacky,0,0,1
tact,0,1,0
tactics,0,0,1
tactile,0,0,1
taffeta,0,0,1
taffy,0,0,1
tag,0,0,1
tail,0,0,1
tailed,0,0,1
tailings,0,0,1
tailor,0,0,1
tailoring,0,0,1
taint,1,0,0
taker,0,0,1
tale,0,1,0
talent,0,1,0
talented,0,0,1
talisman,0,1,0
talk,0,1,0
talkative,0,0,1
talker,0,0,1
tall,0,0,1
tallies,0,0,1
tallow,0,0,1
tally,0,0,1
talons,1,0,0
tambourine,0,0,1
taming,0,0,1
tan,0,0,1
tandem,0,0,1
tang,0,0,1
tangent,0,0,1
tangle,0,0,1
tangled,1,0,0
tank,0,0,1
tanned,0,1,0
tantalizing,1,1,0
tantamount,0,0,1
tap,0,0,1
tape,0,0,1
taper,0,0,1
tapering,0,0,1
tapestry,0,0,1
tar,0,0,1
tardiness,1,0,0
tardy,1,0,0
target,0,0,1
tariff,1,0,0
tarnish,1,0,0
tarry,1,0,0
tart,0,0,1
tartan,0,0,1
tartar,0,0,1
task,0,1,0
tassel,0,0,1
taste,0,0,1
tasteful,0,1,0
tasteless,1,0,0
tasting,0,0,1
tasty,0,1,0
tat,0,0,1
